event_id,domain_id,event_name,description,environment,frequency,related_domains,display_order,status,source_file
HOME-016,DOM-HOME,إعادة المنزل لوضعه الطبيعي بعد الضيوف,جمع أكواب الضيافة وإعادة ترتيب الأثاث وإزالة بقايا الزيارة,جميع الغرف,بعد الزيارات,النظافة المنزلية,16,معتمد مبدئيًا,Pasted text(49).txt
HOME-017,DOM-HOME,ترتيب المخزن أو غرفة التخزين,تنظيم الصناديق والأغراض المخزنة وترتيبها على الرفوف,المخزن,موسميًا,إدارة المنزل، التنظيم,17,معتمد مبدئيًا,Pasted text(49).txt
HOME-018,DOM-HOME,تنظيم أدوات التنظيف,ترتيب المكنسة والممسحة والمنظفات في مكان مخصص,خزانة التنظيف,شهريًا,إدارة المنزل، الصيانة,18,معتمد مبدئيًا,Pasted text(49).txt
HOME-019,DOM-HOME,تجهيز المنزل قبل السفر,إغلاق النوافذ، فحص الأقفال، إطفاء الأجهزة غير الضرورية,جميع الغرف,قبل السفر,السفر، السلامة المنزلية,19,معتمد مبدئيًا,Pasted text(49).txt
HOME-020,DOM-HOME,إعادة ترتيب المنزل بعد العودة من السفر,فتح النوافذ، تشغيل الأجهزة، إعادة ترتيب الأغراض وفرش الغسيل,جميع الغرف,بعد السفر,السفر، النظافة المنزلية,20,معتمد مبدئيًا,Pasted text(49).txt
HOME-021,DOM-HOME,تغيير مفارش وشراشف السرير,خلع المفروشات المستخدمة ووضع أخرى نظيفة على السرير,غرفة النوم,أسبوعيًا,النظافة الشخصية، الصحة,21,معتمد مبدئيًا,Pasted text(49).txt
HOME-022,DOM-HOME,ترتيب خزانة الملابس,تنظيم الملابس المعلقة والمطوية وترتيبها حسب النوع,غرفة النوم,موسميًا,الملابس، التنظيم,22,معتمد مبدئيًا,Pasted text(49).txt
HOME-023,DOM-HOME,تنظيف الحمام الرئيسي,غسل الأرضيات والحوض والمرحاض وإزالة البقع والعفن,الحمام الرئيسي,أسبوعيًا,النظافة الشخصية، الصحة,23,معتمد مبدئيًا,Pasted text(49).txt
HOME-024,DOM-HOME,ترتيب أدوات الحمام,تنظيم المناشف ومنتجات العناية الشخصية وورق التواليت,الحمام,يوميًا,النظافة الشخصية,24,معتمد مبدئيًا,Pasted text(49).txt
HOME-025,DOM-HOME,تنظيف السجاد والموكيت,كنس السجاد وإزالة البقع بالبخار أو المنظفات,غرف المعيشة والنوم,موسميًا,النظافة المنزلية,25,معتمد مبدئيًا,Pasted text(49).txt
HOME-026,DOM-HOME,تلميع الأثاث الخشبي,مسح الأثاث بمنظف خاص لإزالة الغبار وإعادة اللمعان,جميع الغرف,أسبوعيًا,الصيانة، المظهر العام,26,معتمد مبدئيًا,Pasted text(49).txt
HOME-027,DOM-HOME,تنظيف الستائر والمفروشات,إزالة الغبار من الستائر بالمكنسة أو غسلها إن أمكن,النوافذ,موسميًا,النظافة المنزلية,27,معتمد مبدئيًا,Pasted text(49).txt
HOME-028,DOM-HOME,ترتيب غرفة الأطفال,تنظيم الألعاب والكتب والملابس في غرفة الأطفال,غرفة الأطفال,يوميًا,رعاية الطفل، النمو,28,معتمد مبدئيًا,Pasted text(49).txt
HOME-029,DOM-HOME,تنظيف أعلى الخزائن والرفوف,إزالة الغبار المتراكم على أعلى الخزائن والرفوف العالية,جميع الغرف,شهريًا,النظافة المنزلية,29,معتمد مبدئيًا,Pasted text(49).txt
HOME-030,DOM-HOME,تنظيف الثريات والإضاءة,إزالة الغبار والحشرات من الثريات واللمبات والأغطية,السقف/الجدران,شهريًا,النظافة المنزلية,30,معتمد مبدئيًا,Pasted text(49).txt
HOME-031,DOM-HOME,تغيير لمبات الإضاءة المحترقة,استبدال اللمبات التي لم تعد تعمل بأخرى جديدة,جميع الغرف,عند الحاجة,الصيانة، السلامة,31,معتمد مبدئيًا,Pasted text(49).txt
HOME-032,DOM-HOME,تنظيف المكيفات ومراوح السقف,إزالة الغبار من أوراق المراوح وفلاتر المكيفات,الجدران/السقف,موسميًا,الصحة، الصيانة,32,معتمد مبدئيًا,Pasted text(49).txt
HOME-033,DOM-HOME,تلميع المرايا والزجاج,تنظيف المرايا وأسطح الزجاج من البقع والبصمات,جميع الغرف,أسبوعيًا,النظافة المنزلية,33,معتمد مبدئيًا,Pasted text(49).txt
HOME-034,DOM-HOME,تنظيف الأبواب والمقابض,مسح الأبواب الخشبية وتعقيم المقابض من البصمات والجراثيم,جميع الغرف,أسبوعيًا,الصحة، النظافة,34,معتمد مبدئيًا,Pasted text(49).txt
HOME-035,DOM-HOME,ترتيب المكتب المنزلي أو منطقة العمل,تنظيم الأوراق والكتب وأدوات المكتب على المكتب,المكتب المنزلي,يوميًا,العمل، الإنتاجية,35,معتمد مبدئيًا,Pasted text(49).txt
HOME-036,DOM-HOME,تنظيف الأجهزة الإلكترونية والشاشات,إزالة الغبار عن التلفاز والشاشات وأجهزة التحكم عن بعد,غرفة المعيشة/المكتب,أسبوعيًا,الصيانة، الترفيه,36,معتمد مبدئيًا,Pasted text(49).txt
HOME-037,DOM-HOME,ترتيب أدوات الخياطة والصيانة المنزلية,تنظيم صندوق الأدوات والإبر والخيوط في مكان مخصص,المخزن/الخزانة,شهريًا,الصيانة، المهارات المنزلية,37,معتمد مبدئيًا,Pasted text(49).txt
HOME-038,DOM-HOME,تنظيف الثلاجة والفريزر من الخارج,مسح جسم الثلاجة والفريزر من الغبار والبقع,المطبخ,أسبوعيًا,النظافة المنزلية,38,معتمد مبدئيًا,Pasted text(49).txt
HOME-039,DOM-HOME,تنظيف الغسالة والمجفف من الخارج,مسح أسطح الغسالة والمجفف وإزالة بقايا المنظفات,غرفة الغسيل,أسبوعيًا,الصيانة، النظافة,39,معتمد مبدئيًا,Pasted text(49).txt
HOME-040,DOM-HOME,تنظيف خلف الأجهزة المنزلية,إزالة الأتربة والأوساخ من خلف الثلاجة والغسالة,المطبخ/غرفة الغسيل,موسميًا,الصيانة، السلامة,40,معتمد مبدئيًا,Pasted text(49).txt
HOME-041,DOM-HOME,ترتيب خزانة الأدوية والإسعافات الأولية,فحص تواريخ الصلاحية وترتيب الأدوية والضمادات,خزانة الأدوية,شهريًا,الصحة، السلامة,41,معتمد مبدئيًا,Pasted text(49).txt
HOME-042,DOM-HOME,فحص طفاية الحريق وأجهزة الإنذار,التأكد من صلاحية الطفاية وعمل أجهزة الإنذار,جميع الغرف,نصف سنويًا,السلامة المنزلية,42,معتمد مبدئيًا,Pasted text(49).txt
HOME-043,DOM-HOME,تنظيف بالوعات الصرف والمصافي,إزالة الشعر والدهون من مصافي الحمام والمطبخ,الحمام/المطبخ,أسبوعيًا,الصيانة، النظافة,43,معتمد مبدئيًا,Pasted text(49).txt
HOME-044,DOM-HOME,ترتيب أدوات الحديقة والخارج,تنظيم أدوات الري والمقصات في المخزن أو الحديقة,الحديقة/المخزن,موسميًا,البيئة، الصيانة,44,معتمد مبدئيًا,Pasted text(49).txt
HOME-045,DOM-HOME,تغطية الأثاث في فصل الشتاء أو الصيف,وضع أغطية واقية على الأثاث الخارجي أو غير المستخدم,الشرفة/الحديقة,موسميًا,الصيانة، المناخ,45,معتمد مبدئيًا,Pasted text(49).txt
HOME-046,DOM-HOME,تنظيف السطح أو الروف الخارجي,إزالة الأتربة والمياه الراكدة من سطح المنزل,السطح,موسميًا,الصيانة، السلامة,46,معتمد مبدئيًا,Pasted text(49).txt
HOME-047,DOM-HOME,ترتيب خزانة المناشف والمفارش,طي المناشف وترتيب المفارش النظيفة في الخزانة,الحمام/المخزن,أسبوعيًا,النظافة المنزلية,47,معتمد مبدئيًا,Pasted text(49).txt
HOME-048,DOM-HOME,تغيير مناشف اليد والاستحمام,استبدال المناشف المستخدمة بأخرى نظيفة,الحمام,كل بضعة أيام,النظافة الشخصية,48,معتمد مبدئيًا,Pasted text(49).txt
HOME-049,DOM-HOME,تنظيف حوض الاستحمام أو الدش,غسل جوانب الحوض والدش وإزالة بقع الصابون والعفن,الحمام,أسبوعيًا,النظافة الشخصية,49,معتمد مبدئيًا,Pasted text(49).txt
HOME-050,DOM-HOME,تلميع صنابير الماء والخلاطات,إزالة البقع المائية والتكلس من صنابير الحمام والمطبخ,الحمام/المطبخ,أسبوعيًا,الصيانة، المظهر,50,معتمد مبدئيًا,Pasted text(49).txt
HOME-051,DOM-HOME,تنظيف جدران الحمام من العفن,فرك الجدران والفواصل بمادة مضادة للعفن,الحمام,موسميًا,الصحة، الصيانة,51,معتمد مبدئيًا,Pasted text(49).txt
HOME-052,DOM-HOME,ترتيب خزانة المؤن والبهارات,ترتيب علب البهارات والمؤن وإزالة الفارغة منها,المطبخ,شهريًا,إدارة المنزل,52,معتمد مبدئيًا,Pasted text(49).txt
HOME-053,DOM-HOME,فحص تاريخ صلاحية المنظفات والمواد المخزنة,مراجعة تواريخ الانتهاء على المنظفات والمؤن وإخراج الفاسد,المخزن/المطبخ,موسميًا,الصحة، السلامة,53,معتمد مبدئيًا,Pasted text(49).txt
HOME-054,DOM-HOME,ترتيب صندوق البريد والفواتير,جمع البريد وترتيب الفواتير والرسائل الهامة,المدخل/المكتب,يوميًا,الإدارة المالية,54,معتمد مبدئيًا,Pasted text(49).txt
HOME-055,DOM-HOME,دفع الفواتير المنزلية,سداد فواتير الكهرباء والماء والإنترنت والهاتف,المكتب/عبر الهاتف,شهريًا,الإدارة المالية,55,معتمد مبدئيًا,Pasted text(49).txt
HOME-056,DOM-HOME,ترتيب خزانة الوثائق الهامة,تنظيم عقود الإيجار والتأمين والشهادات في ملفات محددة,المكتب المنزلي,سنويًا,الإدارة المالية، التخطيط,56,معتمد مبدئيًا,Pasted text(49).txt
HOME-057,DOM-HOME,تجهيز حقيبة طوارئ منزلية,تجميع شموع وبطاريات وماء وأدوات إسعاف للحالات الطارئة,المخزن,سنويًا,السلامة المنزلية,57,معتمد مبدئيًا,Pasted text(49).txt
HOME-058,DOM-HOME,تنظيف أدوات التنظيف نفسها,غسل الممسحة والمكنسة وإسفنجة الحوض وتجفيفها,خزانة التنظيف,أسبوعيًا,النظافة المنزلية,58,معتمد مبدئيًا,Pasted text(49).txt
HOME-059,DOM-HOME,تغيير معطرات الجو والشموع,استبدال المعطرات الفارغة أو الشموع المنتهية في الغرف,جميع الغرف,شهريًا,الراحة النفسية,59,معتمد مبدئيًا,Pasted text(49).txt
HOME-060,DOM-HOME,تنظيف فلاتر التكييف المركزي,إزالة الغبار من فلاتر التكييف لتحسين جودة الهواء,فتحات التكييف,موسميًا,الصحة، الصيانة,60,معتمد مبدئيًا,Pasted text(49).txt
HOME-061,DOM-HOME,تزييت مفصلات الأبواب والأقفال,وضع زيت على مفصلات الأبواب لمنع الصرير,الأبواب,موسميًا,الصيانة,61,معتمد مبدئيًا,Pasted text(49).txt
HOME-062,DOM-HOME,تنظيف درج المدخل والسلالم,كنس ومسح درج المدخل الداخلي والسلالم,المدخل,يوميًا,النظافة المنزلية,62,معتمد مبدئيًا,Pasted text(49).txt
HOME-063,DOM-HOME,ترتيب غرفة الغسيل والكي,تنظيم المنظفات وسلال الغسيل وأدوات الكي في غرفة الغسيل,غرفة الغسيل,أسبوعيًا,الملابس، التنظيم,63,معتمد مبدئيًا,Pasted text(49).txt
HOME-064,DOM-HOME,تنظيف المجفف والغسالة من الداخل,تشغيل دورة تنظيف للغسالة وإزالة الوبر من المجفف,غرفة الغسيل,شهريًا,الصيانة، النظافة,64,معتمد مبدئيًا,Pasted text(49).txt
HOME-065,DOM-HOME,ترتيب أدوات السفر والتخزين,تنظيم الحقائب والشنط في المخزن بعد العودة من السفر,المخزن,بعد السفر,السفر، التنظيم,65,معتمد مبدئيًا,Pasted text(49).txt
HOME-066,DOM-HOME,تنظيف أرضية المدخل الخارجي,كنس ومسح أرضية المدخل الخارجي وإزالة الأتربة,خارج المنزل,أسبوعيًا,المظهر العام,66,معتمد مبدئيًا,Pasted text(49).txt
HOME-067,DOM-HOME,ترتيب خزانة الأحذية الرياضية والرسمية,فصل الأحذية حسب الاستخدام وترتيبها في الخزانة,المدخل/غرفة النوم,موسميًا,الملابس، التنظيم,67,معتمد مبدئيًا,Pasted text(49).txt
HOME-068,DOM-HOME,تنظيف أجهزة التكييف المنفصلة,غسل فلاتر المكيفات المنفصلة وإزالة الغبار من الوحدات الداخلية,الغرف,موسميًا,الصحة، الصيانة,68,معتمد مبدئيًا,Pasted text(49).txt
HOME-069,DOM-HOME,ترتيب أدوات الإضاءة الاحتياطية,ترتيب الشموع والكشافات والبطاريات في مكان معلوم,المخزن,موسميًا,السلامة المنزلية,69,معتمد مبدئيًا,Pasted text(49).txt
HOME-070,DOM-HOME,تنظيف خزانة الأدوات الكهربائية واليدوية,ترتيب المفكات والمطارق والأدوات في صندوق الأدوات,المخزن/المرآب,موسميًا,الصيانة,70,معتمد مبدئيًا,Pasted text(49).txt
HOME-071,DOM-HOME,إزالة العنكبوت والحشرات من الزوايا,إزالة الشباك العنكبوتية والحشرات من زوايا السقف والجدران,جميع الغرف,شهريًا,النظافة المنزلية,71,معتمد مبدئيًا,Pasted text(49).txt
HOME-072,DOM-HOME,ترتيب أدوات التخزين الموسمي,تخزين أو إخراج الأدوات الخاصة بالموسم (مثل المراوح أو الدفايات),المخزن,موسميًا,المناخ، التنظيم,72,معتمد مبدئيًا,Pasted text(49).txt
HOME-073,DOM-HOME,تنظيف المرآب أو الكراج,إزالة الأتربة من المرآب وترتيب أدوات السيارة والصيانة,المرآب,موسميًا,الصيانة، السيارة,73,معتمد مبدئيًا,Pasted text(49).txt
HOME-074,DOM-HOME,ترتيب أدوات العناية بالحيوانات الأليفة,تنظيم أدوات التنظيف والأكل والشرب للحيوانات في المنزل,الحديقة/الداخل,يوميًا,رعاية الحيوانات,74,معتمد مبدئيًا,Pasted text(49).txt
HOME-075,DOM-HOME,تنظيف أقفاص أو مناطق الحيوانات الأليفة,غسل القفص أو منطقة النوم للحيوانات الأليفة,الداخل/الخارج,أسبوعيًا,رعاية الحيوانات,75,معتمد مبدئيًا,Pasted text(49).txt
HOME-076,DOM-HOME,ترتيب خزانة الإكسسوارات والمجوهرات,تنظيم المجوهرات والساعات والنظارات في علبها المخصصة,غرفة النوم,شهريًا,المظهر الشخصي,76,معتمد مبدئيًا,Pasted text(49).txt
HOME-077,DOM-HOME,تنظيف أجهزة التحكم عن بعد والهواتف المنزلية,تطهير الريموتات والهواتف الأرضية من البكتيريا والغبار,غرفة المعيشة,أسبوعيًا,الصحة,77,معتمد مبدئيًا,Pasted text(49).txt
HOME-078,DOM-HOME,ترتيب خزانة أدوات التجميل والعناية الشخصية,تنظيم منتجات العناية بالبشرة والشعر في الحمام أو غرفة النوم,الحمام/غرفة النوم,شهريًا,النظافة الشخصية,78,معتمد مبدئيًا,Pasted text(49).txt
HOME-079,DOM-HOME,تغيير ستائر الحمام أو غرفة النوم,استبدال الستائر القديمة أو المتسخة بأخرى نظيفة,الحمام/غرفة النوم,موسميًا,النظافة المنزلية,79,معتمد مبدئيًا,Pasted text(49).txt
HOME-080,DOM-HOME,تنظيف أرضية الشرفة الخارجية,غسل أرضية الشرفة بالماء والمنظفات وإزالة البقع,الشرفة,شهريًا,النظافة المنزلية,80,معتمد مبدئيًا,Pasted text(49).txt
HOME-081,DOM-HOME,ترتيب أدوات التدفئة أو التبريد الموسمية,تخزين الدفايات أو المراوح مع تغير الفصول,المخزن,موسميًا,المناخ، التنظيم,81,معتمد مبدئيًا,Pasted text(49).txt
HOME-082,DOM-HOME,تنظيف فلاتر شفاط المطبخ,إزالة الدهون والغبار من فلاتر الشفاط,المطبخ,شهريًا,الصيانة، النظافة,82,معتمد مبدئيًا,Pasted text(49).txt
HOME-083,DOM-HOME,ترتيب خزانة أدوات الأطفال والرضع,تنظيم الحفاضات والمناديل وأدوات الاستحمام الخاصة بالأطفال,غرفة الأطفال,يوميًا,رعاية الطفل,83,معتمد مبدئيًا,Pasted text(49).txt
HOME-084,DOM-HOME,تنظيف كرسي الأطفال أو كرسي السيارة,غسل كرسي الطعام أو كرسي السيارة للأطفال من البقايا,غرفة الأطفال/السيارة,أسبوعيًا,رعاية الطفل,84,معتمد مبدئيًا,Pasted text(49).txt
HOME-085,DOM-HOME,ترتيب خزانة الألعاب والأنشطة,وضع الألعاب في صناديقها وترتيب ألعاب الأطفال حسب النوع,غرفة الأطفال/المعيشة,يوميًا,رعاية الطفل,85,معتمد مبدئيًا,Pasted text(49).txt
HOME-086,DOM-HOME,تنظيف أرضية المطبخ من الدهون,غسل أرضية المطبخ بمنظف قوي لإزالة الدهون المتراكمة,المطبخ,أسبوعيًا,النظافة المنزلية,86,معتمد مبدئيًا,Pasted text(49).txt
HOME-087,DOM-HOME,ترتيب خزانة البلاستيك والتفال,ترتيب علب الطعام البلاستيكية وأغطيتها في الخزانة,المطبخ,شهريًا,إدارة المنزل,87,معتمد مبدئيًا,Pasted text(49).txt
HOME-088,DOM-HOME,تنظيف وتعقيم مقابض الأبواب والمفاتيح,مسح جميع مقابض الأبواب والمفاتيح بمطهر,جميع الغرف,أسبوعيًا,الصحة,88,معتمد مبدئيًا,Pasted text(49).txt
HOME-089,DOM-HOME,ترتيب أدوات الضيافة والضيوف,تنظيم أكواب الضيافة والصواني في الخزانة المخصصة,المطبخ/المدخل,عند الحاجة,الضيافة,89,معتمد مبدئيًا,Pasted text(49).txt
HOME-090,DOM-HOME,تنظيف خزانة الملابس من الداخل,مسح أرضية ورفوف خزانة الملابس من الغبار والأتربة,غرفة النوم,موسميًا,النظافة المنزلية,90,معتمد مبدئيًا,Pasted text(49).txt
HOME-091,DOM-HOME,تغيير غطاء الوسائد واللحاف,استبدال أغطية الوسائد واللحاف بأخرى نظيفة,غرفة النوم,موسميًا,النظافة الشخصية,91,معتمد مبدئيًا,Pasted text(49).txt
HOME-092,DOM-HOME,تنظيف أدراج المطبخ والخزائن من الداخل,إفراغ الأدراج ومسحها من الفتات والبقع,المطبخ,موسميًا,النظافة المنزلية,92,معتمد مبدئيًا,Pasted text(49).txt
HOME-093,DOM-HOME,ترتيب خزانة المناديل والورقيات,ترتيب مناديل الوجه والورق الصحي في أماكن التخزين,المخزن/الحمام,شهريًا,إدارة المنزل,93,معتمد مبدئيًا,Pasted text(49).txt
HOME-094,DOM-HOME,تنظيف أدوات التهوية والشفاطات,إزالة الغبار من فتحات التهوية وشفاطات الحمام,الحمام/المطبخ,موسميًا,الصحة، الصيانة,94,معتمد مبدئيًا,Pasted text(49).txt
HOME-095,DOM-HOME,ترتيب خزانة المفارش والبطانيات,طي البطانيات الموسمية وترتيب المفارش الإضافية,المخزن,موسميًا,التنظيم,95,معتمد مبدئيًا,Pasted text(49).txt
HOME-096,DOM-HOME,تنظيف أرضية غرفة النوم بالمكنسة,كنس ومسح أرضية غرفة النوم بشكل منفصل,غرفة النوم,أسبوعيًا,النظافة المنزلية,96,معتمد مبدئيًا,Pasted text(49).txt
HOME-097,DOM-HOME,ترتيب أدوات الصيانة المنزلية (السباكة والكهرباء),تنظيم أدوات إصلاح المواسير والكهرباء في صندوق مخصص,المخزن/المرآب,موسميًا,الصيانة,97,معتمد مبدئيًا,Pasted text(49).txt
HOME-098,DOM-HOME,تنظيف جدران المطبخ من البقع الدهنية,مسح جدران المطبخ بالقرب من الموقد لإزالة الدهون,المطبخ,أسبوعيًا,النظافة المنزلية,98,معتمد مبدئيًا,Pasted text(49).txt
HOME-099,DOM-HOME,ترتيب خزانة الأحذية الخارجية والرياضية,تنظيم الأحذية الرياضية والخارجية في الخزانة المخصصة,المدخل,موسميًا,التنظيم,99,معتمد مبدئيًا,Pasted text(49).txt
HOME-100,DOM-HOME,إعادة تدوير النفايات المنزلية (فصل البلاستيك والورق),فصل النفايات القابلة لإعادة التدوير في حاويات مخصصة,المطبخ/الخارج,يوميًا,البيئة,100,معتمد مبدئيًا,Pasted text(49).txt
SHOP-001,DOM-SHOP,إعداد قائمة المشتريات,كتابة قائمة بالمواد المطلوب شراؤها من المتجر,المنزل,قبل التسوق,إدارة المنزل، الميزانية,1,معتمد مبدئيًا,Pasted text(51).txt
SHOP-002,DOM-SHOP,مراجعة المواد الناقصة في المنزل,فحص المخزن والثلاجة لتحديد ما ينفد أو نفد بالفعل,المنزل,قبل التسوق,إدارة المنزل، المطبخ,2,معتمد مبدئيًا,Pasted text(51).txt
SHOP-003,DOM-SHOP,مراجعة الميزانية المتاحة للتسوق,التحقق من المبلغ المخصص للتسوق في الميزانية المنزلية,المنزل,قبل التسوق,الإدارة المالية، الميزانية,3,معتمد مبدئيًا,Pasted text(51).txt
SHOP-004,DOM-SHOP,الذهاب إلى السوبرماركت,التنقل إلى السوبرماركت أو المركز التجاري للقيام بالتسوق,الطريق/السوبرماركت,أسبوعيًا,التنقل، إدارة المنزل,4,معتمد مبدئيًا,Pasted text(51).txt
SHOP-005,DOM-SHOP,التسوق من قسم الخضار والفواكه,اختيار وشراء الخضار والفواكه الطازجة من الرفوف,السوبرماركت/السوق,أسبوعيًا,المطبخ، الصحة,5,معتمد مبدئيًا,Pasted text(51).txt
SHOP-006,DOM-SHOP,شراء اللحوم والدواجن من قسم اللحوم,اختيار وشراء اللحوم أو الدواجن الطازجة أو المجمدة,السوبرماركت/محل الجزار,أسبوعيًا,المطبخ، الصحة,6,معتمد مبدئيًا,Pasted text(51).txt
SHOP-007,DOM-SHOP,شراء المخبوزات من قسم الخبز,اختيار وشراء الخبز والمعجنات من رفوف الخبز,السوبرماركت/المخبز,يوميًا/أسبوعيًا,المطبخ,7,معتمد مبدئيًا,Pasted text(51).txt
SHOP-008,DOM-SHOP,شراء المنتجات المجمدة,اختيار وشراء الأطعمة المجمدة من الفريزرات المفتوحة,السوبرماركت,أسبوعيًا,المطبخ، إدارة المنزل,8,معتمد مبدئيًا,Pasted text(51).txt
SHOP-009,DOM-SHOP,شراء المواد المعلبة والجافة,اختيار وشراء الأرز والمعكرونة والمعلبات والبقوليات,السوبرماركت,شهريًا,المطبخ، إدارة المنزل,9,معتمد مبدئيًا,Pasted text(51).txt
SHOP-010,DOM-SHOP,شراء المنظفات ومواد التنظيف,اختيار وشراء المنظفات والمطهرات وورق التواليت,السوبرماركت/المتجر,شهريًا,النظافة المنزلية، إدارة المنزل,10,معتمد مبدئيًا,Pasted text(51).txt
SHOP-011,DOM-SHOP,شراء مستلزمات العناية الشخصية,اختيار وشراء الشامبو والصابون ومعجون الأسنان والمناديل,السوبرماركت/الصيدلية,شهريًا,النظافة الشخصية، الصحة,11,معتمد مبدئيًا,Pasted text(51).txt
SHOP-012,DOM-SHOP,التسوق من الصيدلية,شراء الأدوية والمكملات الغذائية والمستحضرات الطبية,الصيدلية,عند الحاجة,الصحة,12,معتمد مبدئيًا,Pasted text(51).txt
SHOP-013,DOM-SHOP,شراء مستلزمات الرضع والأطفال,شراء الحفاضات والرضاعات والمواد الخاصة بالأطفال,السوبرماركت/متجر الأطفال,شهريًا,رعاية الطفل,13,معتمد مبدئيًا,Pasted text(51).txt
SHOP-014,DOM-SHOP,شراء الملابس من المتجر,اختيار وشراء الملابس الجديدة من متجر الملابس,المتجر/السوق,موسميًا,الملابس، المظهر الشخصي,14,معتمد مبدئيًا,Pasted text(51).txt
SHOP-015,DOM-SHOP,شراء الأحذية,اختيار وشراء أحذية جديدة من متجر الأحذية,متجر الأحذية,موسميًا,الملابس، المظهر الشخصي,15,معتمد مبدئيًا,Pasted text(51).txt
SHOP-016,DOM-SHOP,شراء الإكسسوارات والحقائب,اختيار وشراء الحزام أو الحقيبة أو المجوهرات,المتجر/السوق,موسميًا,الملابس، المظهر الشخصي,16,معتمد مبدئيًا,Pasted text(51).txt
SHOP-017,DOM-SHOP,شراء الأدوات المنزلية والمطبخية,شراء أدوات طبخ أو أواني أو أدوات منزلية جديدة,متجر المنزل/السوبرماركت,عند الحاجة,إدارة المنزل، المطبخ,17,معتمد مبدئيًا,Pasted text(51).txt
SHOP-018,DOM-SHOP,شراء الأثاث,اختيار وشراء قطع أثاث جديدة للمنزل,معرض الأثاث,عند الحاجة,إدارة المنزل، الميزانية,18,معتمد مبدئيًا,Pasted text(51).txt
SHOP-019,DOM-SHOP,شراء الأجهزة الإلكترونية,اختيار وشراء تلفاز أو هاتف أو جهاز كهربائي كبير,متجر الإلكترونيات,عند الحاجة,الترفيه، العمل، الميزانية,19,معتمد مبدئيًا,Pasted text(51).txt
SHOP-020,DOM-SHOP,شراء مستلزمات المدرسة والمكتب,شراء دفاتر وأقلام وحقائب مدرسية وأدوات مكتبية,المكتبة/متجر القرطاسية,سنويًا,التعليم، النمو والتطور,20,معتمد مبدئيًا,Pasted text(51).txt
SHOP-021,DOM-SHOP,شراء الأدوات الرياضية,شراء كرة أو حذاء رياضي أو أدوات تمارين منزلية,متجر الرياضة,عند الحاجة,الرياضة، الصحة,21,معتمد مبدئيًا,Pasted text(51).txt
SHOP-022,DOM-SHOP,شراء الألعاب والهدايا,اختيار وشراء ألعاب أو هدايا للأطفال أو المناسبات الاجتماعية,متجر الألعاب/الهدايا,عند المناسبات,العلاقات الاجتماعية، رعاية الطفل,22,معتمد مبدئيًا,Pasted text(51).txt
SHOP-023,DOM-SHOP,شراء مستلزمات الحديقة والنباتات,شراء تربة أو بذور أو أدوات ري أو أوعية للنباتات,مشتل/متجر الحديقة,موسميًا,البيئة، إدارة المنزل,23,معتمد مبدئيًا,Pasted text(51).txt
SHOP-024,DOM-SHOP,شراء مواد البناء والصيانة,شراء طلاء أو مسامير أو أدوات إصلاح بسيطة,متجر مواد البناء,عند الحاجة,الصيانة، إدارة المنزل,24,معتمد مبدئيًا,Pasted text(51).txt
SHOP-025,DOM-SHOP,شراء قطع غيار وإكسسوارات السيارة,شراء زيت أو فلتر أو إكسسوارات للسيارة,محل قطع الغيار,عند الحاجة,السيارة، التنقل,25,معتمد مبدئيًا,Pasted text(51).txt
SHOP-026,DOM-SHOP,التسوق من مركز تجاري كبير,التنقل والتسوق في المركز التجاري متعدد الأقسام والمتاجر,المركز التجاري,موسميًا,الترفيه، الملابس، المظهر,26,معتمد مبدئيًا,Pasted text(51).txt
SHOP-027,DOM-SHOP,التسوق من جمعية تعاونية,الشراء من الجمعية التعاونية المحلية القريبة,الجمعية التعاونية,أسبوعيًا,إدارة المنزل، المجتمع,27,معتمد مبدئيًا,Pasted text(51).txt
SHOP-028,DOM-SHOP,التسوق من البقالة أو المحل الصغير,شراء احتياجات يومية سريعة من البقالة القريبة,البقالة/المحل,يوميًا,إدارة المنزل، المطبخ,28,معتمد مبدئيًا,Pasted text(51).txt
SHOP-029,DOM-SHOP,التسوق من متجر متخصص,الشراء من متجر يبيع صنفاً واحداً فقط كالعطور أو الكتب,المتجر المتخصص,عند الحاجة,حسب النوع,29,معتمد مبدئيًا,Pasted text(51).txt
SHOP-030,DOM-SHOP,التسوق من منفذ بيع المصنع,الشراء من متاجر Outlet أو بيع المصنع بأسعار مخفضة,منفذ البيع,موسميًا,الملابس، الميزانية,30,معتمد مبدئيًا,Pasted text(51).txt
SHOP-031,DOM-SHOP,التسوق من سوق الخضار المركزي,شراء الخضار والفواكه بكميات كبيرة من السوق المركزي,سوق الخضار,أسبوعيًا,المطبخ، الميزانية,31,معتمد مبدئيًا,Pasted text(51).txt
SHOP-032,DOM-SHOP,التسوق من سوق السمك,شراء الأسماك الطازجة من سوق السمك أو قسم الأسماك,سوق السمك,أسبوعيًا,المطبخ، الصحة,32,معتمد مبدئيًا,Pasted text(51).txt
SHOP-033,DOM-SHOP,التسوق من المخبز المحلي,شراء الخبز العربي أو الفرنسي الطازج من مخبز الحي,المخبز,يوميًا/أسبوعيًا,المطبخ,33,معتمد مبدئيًا,Pasted text(51).txt
