card_id,opportunity_id,why,before_start,participation_steps,make_it_easier,participation_levels,indicators,whats_next,support_notes,status,source_file
HEALTH-036-CARD001,HEALTH-036-OP001,ليساهم بخطوة عملية بسيطة تسهم في التسجيل السريع.,جهّز البطاقة في متناول يده إن كان مستعدًا للمساعدة.,إخراج البطاقة، تقديمها للموظف.,رافقه أو تولَّ الخطوة إن كان الموقف متوترًا له.,المساعدة في التقديم، التقديم بمفرده إن كان مستعدًا، حسب ظروف الموقف.,يساهم بالقدر الذي يسمح به الموقف والحالة النفسية.,الانتقال إلى ذكر سبب الزيارة باختصار.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-036-CARD002,HEALTH-036-OP002,ليمارس تواصلًا بسيطًا إن كان قادرًا ومستعدًا لذلك.,تولَّ أنت هذه الخطوة إذا كان الموقف مرهقًا له.,ذكر جملة بسيطة عن السبب إن كان مستعدًا.,اسمح له بالإشارة إليك لتتولى الشرح إن احتاج ذلك.,أنت تتولى الشرح، مشاركة جزئية بجملة واحدة إن كان مستعدًا، حسب الموقف.,يشارك بالقدر الذي يشعر فيه بالراحة.,الانتقال إلى الفحص الأولي في الطوارئ.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-037-CARD001,HEALTH-037-OP001,ليشارك بجسده في فحص أولي روتيني تحت إشراف الفريق الطبي.,الممرض هو من يجري القياس بالكامل.,الجلوس، السماح بالقياس.,اطمئنه أن القياس سريع وغير مؤلم.,المشاركة بحضورك وطمأنته، الجلوس بمفرده بثقة، التعاون الكامل بهدوء.,يتعاون مع القياس بهدوء متزايد.,الانتقال إلى الإجابة على أسئلة الطبيب الأولي.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-037-CARD002,HEALTH-037-OP002,ليشارك برأيه في محادثة تخصه أو تخص فرد أسرته.,ذكّره أن بإمكانه الإجابة بطريقته أو الاستعانة بك.,الاستماع للسؤال، الإجابة بكلماته إن كان مستعدًا.,اتفق معه على إشارة يستخدمها إذا احتاج مساعدتك.,المساعدة في الإجابة، الإجابة الجزئية بمفرده، الإجابة الكاملة بثقة.,يجيب عن الأسئلة بثقة متزايدة.,الانتقال إلى استلام تقرير الطوارئ والخروج.,إشارة اتفاق مسبقة لطلب المساعدة.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-038-CARD001,HEALTH-038-OP001,ليساهم في استلام أوراق تخص متابعته الصحية.,تأكد من حضورك أثناء الاستلام.,استلام التقرير من الفريق الطبي.,رافقه أول مرة لمعرفة الخطوة.,المساعدة في الاستلام، الاستلام بمفرده، الاستلام الكامل بثقة.,يستلم التقرير بثقة متزايدة.,الانتقال إلى استلام الوصفة الطبية.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-038-CARD002,HEALTH-038-OP002,ليختم زيارة الطوارئ باستلام ما يخصه بنفسه.,تأكد أن الطبيب جاهز لتسليم الوصفة.,استلام الورقة.,رافقه أول مرة لمعرفة طريقة الاستلام.,المساعدة في الاستلام، الاستلام بمفرده، الاستلام الكامل بثقة.,يستلم الوصفة بثقة متزايدة.,الانتقال إلى مغادرة قسم الطوارئ.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-038-CARD003,HEALTH-038-OP003,ليختم زيارة الطوارئ بمشاركة عملية في الخروج.,جهّز الأغراض معه للخروج.,حمل الأغراض، السير نحو الخروج.,رافقه في طريق الخروج.,المرافقة أثناء المغادرة، المغادرة بمفرده قريبًا منك، المغادرة المستقلة.,يغادر بثبات متزايد.,العودة إلى المنزل بعد الموعد.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-039-CARD001,HEALTH-039-OP001,ليشارك في خطوة تخص متابعة صحية لأسرته.,جهّز الأغراض الشخصية اللازمة.,التوجه للغرفة، الدخول.,رافقه أول مرة لمعرفة المكان.,المرافقة أثناء التوجه، التوجه بمساعدة، التوجه بمفرده.,يتوجه للغرفة بهدوء متزايد.,الانتقال إلى ارتداء ملابس المستشفى.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-039-CARD002,HEALTH-039-OP002,ليساهم بخطوة تحضيرية بسيطة تسبق فترة الملاحظة.,اعرض عليه الملابس وطريقة ارتدائها.,ارتداء الملابس بمساعدة الفريق الطبي أو الأسرة.,أرِه طريقة الارتداء مرة واحدة كمثال.,المساعدة في الارتداء، الارتداء بمفرده، الارتداء الكامل بثقة.,يرتدي الملابس بثبات متزايد.,فترة الملاحظة أو المتابعة تبدأ تحت إشراف الفريق الطبي.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-040-CARD001,HEALTH-040-OP001,ليشارك بجسده في تحضير روتيني تحت إشراف الفريق الطبي الكامل.,الفريق الطبي هو من يحدد ويجري التحاليل بالكامل.,المشاركة في الحضور والثبات وفق توجيه الفريق الطبي.,اطمئنه أن هذه خطوات معتادة قبل أي إجراء.,المشاركة بحضورك وطمأنته، التعاون بمفرده بثقة، المشاركة الكاملة بهدوء.,يتعاون مع التحاليل بهدوء متزايد.,الانتقال إلى مقابلة طبيب التخدير.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-040-CARD002,HEALTH-040-OP002,ليشارك في محادثة تخص تحضيره للجراحة.,ذكّره أن بإمكانه طرح أي سؤال يشغله.,الاستماع لطبيب التخدير، الإجابة عن الأسئلة إن وُجدت.,جهّز معه أسئلة يريد طرحها مسبقًا.,المشاركة بحضورك، الإجابة الجزئية بمفرده، المشاركة الكاملة بثقة.,يشارك في المحادثة بثقة متزايدة.,التحضير للجراحة مكتمل.,أسئلة مكتوبة مسبقًا عند الرغبة.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-041-CARD001,HEALTH-041-OP001,ليشارك في خطوة مهمة تخص أسرته.,جهّز الأغراض والمستندات مسبقًا.,التوجه للمستشفى في الموعد المحدد.,راجع معه الجدول الزمني لليوم مسبقًا.,المرافقة أثناء التوجه، التوجه بمساعدة، التوجه بمفرده.,يتوجه في الموعد بهدوء متزايد.,الانتقال إلى تسليم الأغراض الشخصية للمرافق.,جدول زمني بسيط لليوم.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-041-CARD002,HEALTH-041-OP002,ليساهم بخطوة عملية بسيطة تسبق الإجراء.,جهّز الأغراض المطلوب تسليمها.,حمل الأغراض، تسليمها للشخص المرافق.,رتّب الأغراض في كيس واحد سهل التسليم.,المساعدة في التسليم، التسليم بمفرده، التسليم الكامل بثقة.,يسلّم الأغراض بثبات متزايد.,الجراحة تبدأ تحت إشراف الفريق الطبي الكامل.,كيس تسليم مرتب مسبقًا.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-042-CARD001,HEALTH-042-OP001,ليشارك في متابعة قريبة من فرد من أسرته يتعافى.,حدد له مكان الانتظار المسموح.,الجلوس بهدوء، الانتظار بالقرب.,جهّز نشاطًا هادئًا بسيطًا لملء وقت الانتظار.,المرافقة أثناء الانتظار، الانتظار بمفرده قريبًا، الانتظار المستقل.,ينتظر بهدوء متزايد.,الانتقال إلى التنفس بعمق حسب التوجيهات.,نشاط انتظار هادئ بسيط.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-042-CARD002,HEALTH-042-OP002,ليشارك بجسده في خطوة تعافٍ روتينية تحت إشراف الفريق الطبي.,الفريق الطبي هو من يوجّه هذه الخطوة إن كانت تخصه هو نفسه.,التنفس ببطء وعمق وفق توجيه الفريق الطبي.,جرّب التنفس العميق معه قبل الإجراء كمثال مألوف.,المشاركة تحت إشراف الفريق الطبي الكامل دائمًا.,يتنفس بهدوء متزايد وفق التوجيه.,الانتقال إلى خروج المريض من المستشفى.,تمرين تنفس مألوف مسبقًا.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-043-CARD001,HEALTH-043-OP001,ليساهم في تجهيز الخروج من المستشفى.,حدد معه الأغراض المطلوب جمعها.,جمع كل غرض، وضعه في الحقيبة.,اطلب منه جمع غرض واحد في كل مرة.,المساعدة في الجمع، الجمع الجزئي، الجمع الكامل.,يجمع الأغراض بثبات دون تذكير متكرر.,الانتقال إلى استلام أوراق الخروج.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-043-CARD002,HEALTH-043-OP002,ليساهم في استلام أوراق تخص متابعته الصحية.,تأكد من حضورك أثناء الاستلام.,استلام الأوراق من الفريق الطبي.,رافقه أول مرة لمعرفة الخطوة.,المساعدة في الاستلام، الاستلام بمفرده، الاستلام الكامل بثقة.,يستلم الأوراق بثقة متزايدة.,الانتقال إلى التوجه للسيارة للعودة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-043-CARD003,HEALTH-043-OP003,ليشارك في ختام رحلة العلاج بالعودة لبيته.,جهّز الأغراض والأوراق معه.,حمل الأغراض، السير نحو السيارة.,رافقه في الطريق نحو السيارة.,المرافقة أثناء التوجه، التوجه بمساعدة، التوجه بمفرده.,يتوجه للسيارة بثبات متزايد.,العودة إلى المنزل بعد الموعد.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-044-CARD001,HEALTH-044-OP001,ليشارك في متابعة صحية تخص تعافيه.,جهّز الأوراق والمستندات المطلوبة.,التوجه للعيادة في الموعد المحدد.,راجع معه الموعد مسبقًا على التقويم.,المرافقة أثناء التوجه، التوجه بمساعدة، التوجه بمفرده.,يتوجه للموعد بثبات متزايد.,الانتقال إلى كشف مكان الجرح للطبيب.,تقويم بموعد المراجعة.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-044-CARD002,HEALTH-044-OP002,ليشارك بجسده في متابعة تعافيه تحت إشراف الطبيب.,الطبيب هو من يفحص بالكامل.,كشف المكان المطلوب برفق.,جهّز ملابس سهلة الكشف عن مكان الجرح.,المشاركة بحضورك وطمأنته، الكشف بمفرده بثقة، المشاركة الكاملة بهدوء.,يكشف المكان بهدوء متزايد.,موعد المراجعة مكتمل.,ملابس سهلة الكشف.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-045-CARD001,HEALTH-045-OP001,ليساهم في تجهيز روتين رعاية يخص صحته.,ضع الأدوات في مكان يسهل الوصول له.,إحضار الشاش والمعقم، وضعهما على الطاولة.,خصص صندوقًا ثابتًا لأدوات الغيار.,المساعدة في التجهيز، التجهيز بمفرده، التجهيز الكامل.,يجهز الأدوات بثبات متزايد.,الانتقال إلى التخلص من الضماد القديم في سلة المهملات.,صندوق ثابت لأدوات الغيار.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-045-CARD002,HEALTH-045-OP002,ليساهم بخطوة عملية بسيطة تختم مهمة الغيار.,جهّز سلة مهملات قريبة.,حمل الضماد القديم، التخلص منه في السلة.,ضع كيسًا صغيرًا مخصصًا للتخلص من الضمادات.,المساعدة في التخلص، التخلص بمفرده، التخلص الكامل بثقة.,يتخلص من الضماد بثبات دون تردد.,الغيار مكتمل، والانتظار للمرة القادمة.,كيس مخصص للضمادات المستعملة.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-046-CARD001,HEALTH-046-OP001,ليشارك في خطوة تخص تعافيه.,ذكّره بهدوء أن هذا إجراء سريع ومعتاد.,التوجه للعيادة، الدخول.,رافقه أول مرة لمعرفة الخطوة.,المرافقة أثناء التوجه، التوجه بمساعدة، التوجه بمفرده.,يتوجه للعيادة بهدوء متزايد.,الانتقال إلى الثبات أثناء عملية الإزالة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-046-CARD002,HEALTH-046-OP002,ليشارك بجسده في إجراء بسيط تحت إشراف الطبيب الكامل.,الطبيب هو من يجري الإزالة بالكامل.,الجلوس، الثبات لثوانٍ قليلة.,اتفق معه على النظر بعيدًا إن ساعده ذلك.,المشاركة بحضورك وطمأنته، الثبات بمفرده بثقة، الثبات الكامل بهدوء.,يثبت بهدوء متزايد.,الإجراء مكتمل، والعودة للمنزل.,تقنية تشتيت بسيطة متفق عليها.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-047-CARD001,HEALTH-047-OP001,ليشارك في خطوة تخص متابعته الصحية.,ذكّره بهدوء أن الفريق الطبي معه طوال الوقت.,التوجه للغرفة، الدخول.,رافقه أول مرة لمعرفة المكان.,المرافقة أثناء التوجه، التوجه بمساعدة، التوجه بمفرده.,يتوجه للغرفة بهدوء متزايد.,الانتقال إلى الثبات التام أثناء أخذ العينة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-047-CARD002,HEALTH-047-OP002,ليشارك بجسده في إجراء طبي تحت إشراف الفريق الطبي الكامل.,الفريق الطبي هو من يجري الإجراء بالكامل.,الاستلقاء أو الجلوس في الوضعية المطلوبة، الثبات وفق التوجيه.,اتفق معه على تقنية تنفس بسيطة تساعده على الثبات.,المشاركة بحضورك وطمأنته، الثبات بمفرده بثقة، الثبات الكامل بهدوء.,يثبت بهدوء متزايد وفق التوجيه.,الإجراء مكتمل، والانتظار للنتائج.,تقنية تنفس بسيطة متفق عليها.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-048-CARD001,HEALTH-048-OP001,ليشارك في خطوة رعاية صحية تخصه.,ذكّره بهدوء أن هذا إجراء معتاد.,الجلوس، الاستقرار في وضعية مريحة.,رافقه أول مرة لمعرفة الكرسي.,المساعدة في الجلوس، الجلوس بمفرده، الاستقرار الكامل بهدوء.,يجلس بهدوء متزايد.,الانتقال إلى الانتظار حتى انتهاء كيس الدم.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-048-CARD002,HEALTH-048-OP002,ليشارك في متابعة إجراء يخص صحته.,جهّز نشاطًا هادئًا بسيطًا لملء وقت الانتظار.,الجلوس بهدوء، الانتظار حتى الانتهاء.,استخدم نشاطًا يستمتع به يمكن ممارسته وهو جالس.,المرافقة أثناء الانتظار، الانتظار بمفرده قريبًا منك، الانتظار المستقل.,ينتظر بهدوء متزايد.,الإجراء مكتمل، والعودة للمنزل.,نشاط انتظار هادئ بسيط.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-049-CARD001,HEALTH-049-OP001,ليشارك في خطوة روتينية تخص متابعته الصحية.,جهّز الأغراض المعتادة للجلسة.,التوجه للمركز، الدخول.,رافقه أول مرة لمعرفة المكان.,المرافقة أثناء التوجه، التوجه بمساعدة، التوجه بمفرده.,يتوجه للمركز بثبات متزايد.,الانتقال إلى الجلوس في المكان المخصص لانتهاء الجلسة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-049-CARD002,HEALTH-049-OP002,ليشارك في متابعة جلسة روتينية تخص صحته.,جهّز نشاطًا هادئًا بسيطًا لملء وقت الجلسة.,الجلوس بهدوء، الانتظار حتى انتهاء الجلسة.,استخدم نشاطًا معتادًا يستمتع به خلال كل جلسة.,المرافقة أثناء الجلسة، الجلوس بمفرده قريبًا منك، الجلوس المستقل.,يجلس بهدوء متزايد خلال الجلسات.,الجلسة مكتملة، والعودة للمنزل.,نشاط جلسة هادئ ومعتاد.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-050-CARD001,HEALTH-050-OP001,ليشارك في خطوة روتينية تخص متابعته الصحية.,جهّز الأغراض المعتادة للجلسة.,التوجه للمركز، الدخول.,رافقه أول مرة لمعرفة المكان.,المرافقة أثناء التوجه، التوجه بمساعدة، التوجه بمفرده.,يتوجه للمركز بثبات متزايد.,الانتقال إلى الانتظار خلال فترة الجلسة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-050-CARD002,HEALTH-050-OP002,ليشارك في متابعة جلسة روتينية تخص صحته.,جهّز نشاطًا هادئًا بسيطًا لملء وقت الجلسة.,الجلوس بهدوء، الانتظار حتى انتهاء الجلسة.,استخدم نشاطًا معتادًا يستمتع به خلال كل جلسة.,المرافقة أثناء الجلسة، الجلوس بمفرده قريبًا منك، الجلوس المستقل.,يجلس بهدوء متزايد خلال الجلسات.,الجلسة مكتملة، والعودة للمنزل.,نشاط جلسة هادئ ومعتاد.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-051-CARD001,HEALTH-051-OP001,ليساهم في توثيق معلومة تخص روتينه الغذائي.,جهّز دفترًا أو تطبيقًا بسيطًا.,كتابة أو إملاء الوجبات التي تناولها.,استخدم صورًا للوجبات بدل الكتابة إن كان أسهل.,الإملاء لك، المشاركة في الكتابة، الكتابة بمفرده.,يتذكر تفاصيل أكثر من تلقاء نفسه.,الانتقال إلى مناقشة الأخصائي حول النظام الغذائي.,دفتر أو تطبيق تسجيل بسيط.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-051-CARD002,HEALTH-051-OP002,ليشارك برأيه في محادثة تخصه مباشرة.,ذكّره أن رأيه في الطعام الذي يحبه مهم للأخصائي.,الاستماع للأخصائي، مشاركة رأيه وتفضيلاته.,جهّز معه نقاطًا بسيطة عن أطعمته المفضلة قبل الموعد.,المساعدة في المناقشة، المشاركة الجزئية بمفرده، المشاركة الكاملة بثقة.,يشارك برأيه بثقة متزايدة.,موعد الاستشارة مكتمل.,نقاط مكتوبة عن التفضيلات الغذائية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-052-CARD001,HEALTH-052-OP001,ليساهم بخطوة عملية بسيطة تسبق الفحص.,ذكّره أن هذه خطوة معتادة في كل زيارة.,خلع الحذاء، خلع الجوارب.,استخدم حذاء وجوارب سهلة الخلع لموعد الفحص.,المساعدة في الخلع، الخلع بمفرده، الخلع الكامل بثقة.,يخلع الحذاء والجوارب بثبات متزايد.,الانتقال إلى عرض القدمين على الطبيب.,حذاء وجوارب سهلة الخلع.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-052-CARD002,HEALTH-052-OP002,ليشارك بجسده في فحص روتيني يخص متابعته الصحية.,الطبيب هو من يجري الفحص بالكامل.,رفع القدمين، الثبات أثناء الفحص.,اطمئنه أن الفحص غير مؤلم وسريع.,المشاركة بحضورك وطمأنته، العرض بمفرده بثقة، الثبات الكامل بهدوء.,يعرض قدميه بهدوء متزايد.,الفحص مكتمل، وارتداء الحذاء من جديد.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-053-CARD001,HEALTH-053-OP001,ليشارك في خطوة تخص متابعته الصحية.,جهّز الاستمارة والبطاقات المطلوبة.,التوجه للمختبر، الدخول.,رافقه أول مرة لمعرفة المكان.,المرافقة أثناء التوجه، التوجه بمساعدة، التوجه بمفرده.,يتوجه للمختبر بثبات متزايد.,الانتقال إلى سحب عينة الدم.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-053-CARD002,HEALTH-053-OP002,ليشارك بجسده في إجراء روتيني تحت إشراف الفريق الطبي بالكامل.,الممرض هو من يجري السحب بالكامل.,كشف الذراع، الثبات أثناء الإجراء.,اتفق معه على تقنية تشتيت بسيطة إن ساعده ذلك.,المشاركة بحضورك وطمأنته، الكشف بمفرده بثقة، الثبات الكامل بهدوء.,يثبت بهدوء متزايد.,الفحص مكتمل، والانتظار للنتائج.,تقنية تشتيت بسيطة متفق عليها.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-054-CARD001,HEALTH-054-OP001,ليشارك بجسده في إجراء روتيني تحت إشراف الفريق الطبي بالكامل.,الممرض هو من يجري السحب بالكامل.,كشف الذراع، الثبات أثناء الإجراء.,اتفق معه على تقنية تشتيت بسيطة إن ساعده ذلك.,المشاركة بحضورك وطمأنته، الكشف بمفرده بثقة، الثبات الكامل بهدوء.,يثبت بهدوء متزايد.,الانتقال إلى استلام النتائج لاحقاً.,تقنية تشتيت بسيطة متفق عليها.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-054-CARD002,HEALTH-054-OP002,ليساهم في استلام معلومة تخص متابعته الصحية.,حدد له موعد استلام النتائج.,التوجه للمختبر، استلام النتائج.,رافقه أول مرة لمعرفة الخطوة.,المساعدة في الاستلام، الاستلام بمفرده، الاستلام الكامل بثقة.,يستلم النتائج بثقة متزايدة.,الفحص مكتمل بالكامل.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-055-CARD001,HEALTH-055-OP001,ليشارك بجسده في إجراء روتيني تحت إشراف الفريق الطبي بالكامل.,الممرض هو من يجري السحب بالكامل، وقد يكون التوقيت محددًا (صباحًا مثلًا).,الوصول في الوقت المحدد، كشف الذراع، الثبات أثناء الإجراء.,راجع معه موعد الوصول المحدد مسبقًا.,المشاركة بحضورك وطمأنته، الكشف بمفرده بثقة، الثبات الكامل بهدوء.,يثبت بهدوء متزايد في الموعد المحدد.,الفحص مكتمل، والانتظار للنتائج.,تذكير بموعد الوصول المحدد.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-056-CARD001,HEALTH-056-OP001,ليشارك بجسده في فحص روتيني تحت إشراف الطبيب الكامل.,الطبيب هو من يجري الفحص بالكامل.,كشف المكان المطلوب برفق.,جهّز ملابس سهلة الكشف عن الذراع أو الظهر.,المشاركة بحضورك وطمأنته، الكشف بمفرده بثقة، الثبات الكامل بهدوء.,يكشف المكان بهدوء متزايد.,الانتقال إلى الانتظار لملاحظة تفاعل الجلد.,ملابس سهلة الكشف.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-056-CARD002,HEALTH-056-OP002,ليشارك في متابعة فحص يخص صحته.,جهّز نشاطًا هادئًا بسيطًا لملء وقت الانتظار.,الجلوس بهدوء، الانتظار للمدة المحددة.,استخدم نشاطًا يستمتع به يمكن ممارسته وهو جالس.,المرافقة أثناء الانتظار، الانتظار بمفرده قريبًا منك، الانتظار المستقل.,ينتظر بهدوء متزايد.,الفحص مكتمل، وقراءة النتيجة مع الطبيب.,نشاط انتظار هادئ بسيط.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-057-CARD001,HEALTH-057-OP001,ليشارك بجسده في إجراء روتيني تحت إشراف الفريق الطبي بالكامل.,الممرض هو من يجري السحب بالكامل.,كشف الذراع، الثبات أثناء الإجراء.,اتفق معه على تقنية تشتيت بسيطة إن ساعده ذلك.,المشاركة بحضورك وطمأنته، الكشف بمفرده بثقة، الثبات الكامل بهدوء.,يثبت بهدوء متزايد.,الفحص مكتمل، والانتظار للنتائج.,تقنية تشتيت بسيطة متفق عليها.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-058-CARD001,HEALTH-058-OP001,ليشارك في خطوة تخص متابعة نومه.,جهّز أغراضه المعتادة لليلة المبيت إن لزم.,التوجه للمركز، الدخول.,رافقه أول مرة لمعرفة المكان.,المرافقة أثناء التوجه، التوجه بمساعدة، التوجه بمفرده.,يتوجه للمركز بثبات متزايد.,الانتقال إلى السماح بتوصيل أجهزة القياس قبل النوم.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-058-CARD002,HEALTH-058-OP002,ليشارك بجسده في متابعة روتينية تخص نومه تحت إشراف الفريق المختص.,الفريق المختص هو من يوصّل الأجهزة بالكامل.,الاستلقاء، السماح بتوصيل الأجهزة برفق.,اعرض عليه شكل الأجهزة مسبقًا لتقليل المفاجأة.,المشاركة بحضورك وطمأنته، التعاون بمفرده بثقة، التعاون الكامل بهدوء.,يتعاون مع التوصيل بهدوء متزايد.,الجلسة تبدأ تحت إشراف الفريق المختص طوال الليل.,عرض مسبق لشكل الأجهزة.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-059-CARD001,HEALTH-059-OP001,ليشارك بجسده في فحص روتيني يخص صحة جلده.,الطبيب هو من يجري الفحص بالكامل.,الإشارة لمكان الشامة، السماح بالفحص.,اطمئنه أن الفحص غير مؤلم وسريع.,المشاركة بحضورك وطمأنته، الإشارة بمفرده بثقة، المشاركة الكاملة بهدوء.,يشير للمكان بثقة متزايدة.,الفحص مكتمل، والعودة للمنزل.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-060-CARD001,HEALTH-060-OP001,ليساهم في دعم أخيه الصغير خلال زيارة تخصه.,ذكّره بدوره كأخ كبير مساند.,المشي بجانب الطفل، الجلوس معه في الانتظار.,اطلب منه الإمساك بيد أخيه إن كان ذلك مريحًا.,المرافقة بحضوره، المساعدة الجزئية، المرافقة الكاملة.,يقدّم حضورًا داعمًا لأخيه.,الانتقال إلى تشجيع الطفل على فتح فمه للفحص.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-060-CARD002,HEALTH-060-OP002,ليساهم بدور داعم لأخيه خلال لحظة قد تكون مخيفة له.,جهّز معه كلمات تشجيع بسيطة.,الجلوس بجانب الطفل، تشجيعه بابتسامة أو كلمة.,اقترح عليه جملة تشجيع بسيطة يكررها.,المساعدة في التشجيع، التشجيع بمفرده، الدعم الكامل بثقة.,يشجّع أخاه بثقة متزايدة.,فحص الطفل مكتمل، والعودة معًا للمنزل.,جملة تشجيع جاهزة.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-061-CARD001,HEALTH-061-OP001,ليشارك في متابعة روتينية تخص أسنانه.,ذكّره بهدوء أن هذه زيارة معتادة.,الجلوس، فتح الفم عند الطلب، الثبات أثناء التعديل.,اتفق معه على إشارة بسيطة إذا احتاج استراحة.,المشاركة بحضورك وطمأنته، الجلوس بمفرده بثقة، الثبات الكامل بهدوء.,يثبت بهدوء متزايد أثناء التعديل.,موعد التقويم مكتمل، والعودة للمنزل.,إشارة استراحة متفق عليها.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-062-CARD001,HEALTH-062-OP001,ليساهم في دعم أخيه الصغير خلال زيارة تخصه.,ذكّره بدوره كأخ كبير مساند.,المشي بجانب الطفل، الجلوس معه في الانتظار.,اطلب منه الإمساك بيد أخيه إن كان ذلك مريحًا.,المرافقة بحضوره، المساعدة الجزئية، المرافقة الكاملة.,يقدّم حضورًا داعمًا لأخيه.,الانتقال إلى مساعدة الطفل في تغطية إحدى العينين للفحص.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(5).txt
HEALTH-062-CARD002,HEALTH-062-OP002,ليساهم بدور عملي بسيط يدعم أخيه خلال الفحص.,اعرض عليه غطاء العين المستخدم في الفحص.,المساعدة في وضع الغطاء على عين الطفل برفق.,جرّب الخطوة معه على نفسه أولًا كمثال مطمئن للطفل.,المساعدة في الوضع، المساعدة الجزئية، المساعدة الكاملة بثقة.,يساعد أخاه بثبات ولطف متزايد.,فحص الطفل مكتمل، والعودة معًا للمنزل.,تجربة مسبقة على نفسه كمثال.,معتمد مبدئيًا,Pasted text (3)(5).txt
