opportunity_id,event_id,opportunity_name_ar,display_order,future_participation_level,safety_mode,status,source_file,participation_level,role_scope,organization_demand,variation_demand,classification_reason,review_required
HOME-075-OP001,HOME-075,التخلص من الفضلات أو الرمل القديم.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,advanced,advanced,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
HOME-075-OP002,HOME-075,مسح أرضية القفص أو المنطقة.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-075-OP003,HOME-075,وضع المفارش أو الرمل الجديد.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-076-OP001,HOME-076,ترتيب الساعات في العلب.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-076-OP002,HOME-076,تعليق القلائد لمنع تشابكها.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-076-OP003,HOME-076,مسح سطح التسريحة المخصص للإكسسوارات.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-077-OP001,HOME-077,مسح أجهزة الريموت بمناديل معقمة.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-077-OP002,HOME-077,تنظيف أزرار وسماعة الهاتف الأرضي.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-078-OP001,HOME-078,فرز العبوات والتخلص من الفارغ منها.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HOME-078-OP002,HOME-078,مسح الرفوف.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-078-OP003,HOME-078,ترتيب العبوات المتشابهة معاً.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-079-OP001,HOME-079,جمع الستارة القديمة لوضعها في الغسيل.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
HOME-079-OP002,HOME-079,مناولة حلقات الستارة الجديدة للتركيب.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HOME-080-OP001,HOME-080,كنس الشرفة جيداً.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-080-OP002,HOME-080,سكب الماء والصابون.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-080-OP003,HOME-080,دفع الماء بالممسحة المطاطية نحو المصرف.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,advanced,advanced,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
HOME-081-OP001,HOME-081,تجميع الأجهزة الموسمية.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-081-OP002,HOME-081,تنظيفها ومسحها.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-081-OP003,HOME-081,إعادتها للكرتون الأصلي أو غلافها.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-082-OP001,HOME-082,نقع الفلاتر المعدنية في ماء ساخن.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,advanced,advanced,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
HOME-082-OP002,HOME-082,فرك الفلاتر بالفرشاة لإزالة الدهون.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-082-OP003,HOME-082,شطف الفلاتر وتجفيفها.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-083-OP001,HOME-083,رص عبوات الحفاضات.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-083-OP002,HOME-083,ترتيب الكريمات وعلب المناديل المبللة.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-084-OP001,HOME-084,كنس الفتات من زوايا الكرسي.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-084-OP002,HOME-084,مسح الأجزاء البلاستيكية.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-085-OP001,HOME-085,فرز الألعاب التالفة.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-085-OP002,HOME-085,تجميع قطع التركيب في صناديقها.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-085-OP003,HOME-085,ترتيب الصناديق على الرفوف.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-086-OP001,HOME-086,رش مزيل الدهون على البقع الصعبة.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,advanced,advanced,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
HOME-086-OP002,HOME-086,فرك الأرضية.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-086-OP003,HOME-086,مسح الأرضية وتجفيفها بالكامل.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-087-OP001,HOME-087,مطابقة الأغطية مع العلب البلاستيكية.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-087-OP002,HOME-087,ترتيب العلب داخل بعضها.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-087-OP003,HOME-087,رص المقالي بشكل منظم.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-088-OP001,HOME-088,رش سائل التعقيم على فوطة نظيفة.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HOME-088-OP002,HOME-088,مسح مقابض أبواب الغرف ومفاتيح الإضاءة.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
HOME-089-OP001,HOME-089,مسح وتلميع صواني التقديم.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-089-OP002,HOME-089,ترتيب الفناجين والأكواب في الخزانة الخاصة بالضيافة.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HOME-090-OP001,HOME-090,إخراج الملابس لإفراغ الخزانة.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-090-OP002,HOME-090,مسح الرفوف وأرضية الخزانة.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-090-OP003,HOME-090,إعادة ترتيب الملابس بعد جفاف الرفوف.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HOME-091-OP001,HOME-091,نزع الأغطية المتسخة.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-091-OP002,HOME-091,إدخال اللحاف في الغطاء الجديد.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-091-OP003,HOME-091,إدخال الوسائد في أغطيتها النظيفة.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-092-OP001,HOME-092,إفراغ محتويات الدرج.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-092-OP002,HOME-092,مسح الدرج من الداخل لإزالة الفتات.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
HOME-092-OP003,HOME-092,إعادة الأدوات بتنظيم.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-093-OP001,HOME-093,تجميع بكرات المناديل الإضافية.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-093-OP002,HOME-093,ترتيب علب المناديل فوق بعضها بشكل منظم.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HOME-094-OP001,HOME-094,استلام غطاء الشفاط بعد فكه.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-094-OP002,HOME-094,مسحه وتجفيفه.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-094-OP003,HOME-094,مناولته لإعادة التركيب.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-095-OP001,HOME-095,طي البطانيات.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-095-OP002,HOME-095,وضع معطر أو أكياس لافندر بين المفارش.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HOME-095-OP003,HOME-095,ترتيبها في الخزانة.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-096-OP001,HOME-096,ترتيب السجاد الصغير وإزالته مؤقتاً.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-096-OP002,HOME-096,كنس الأرضية بتركيز على المساحات تحت السرير.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HOME-096-OP003,HOME-096,إعادة السجاد الصغير لمكانه.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-097-OP001,HOME-097,فرز الأشرطة اللاصقة والأسلاك.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-097-OP002,HOME-097,تجميع المفكات والأدوات ووضعها في حقيبة أو صندوق الصيانة.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HOME-098-OP001,HOME-098,رش المنظف على الجدران القريبة من الموقد.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,advanced,advanced,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
HOME-098-OP002,HOME-098,فرك البقع بالإسفنجة.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-098-OP003,HOME-098,مسح الجدران وتجفيفها.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-099-OP001,HOME-099,إخراج الأحذية لمسح الرفوف.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-099-OP002,HOME-099,وضع أكياس امتصاص الرطوبة أو معطر الخزانة.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HOME-099-OP003,HOME-099,إعادة ترتيب الأحذية بشكل منظم.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-100-OP001,HOME-100,عزل العبوات البلاستيكية الفارغة.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-100-OP002,HOME-100,طي وتجميع الكراتين والورق.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-100-OP003,HOME-100,وضع كل نوع في حاوية إعادة التدوير المخصصة.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
HOME-100-OP004,HOME-100,**ما أُضيف اليوم:** كتالوج أحداث إدارة المنزل (HOME-001 إلى HOME-100) متضمناً فرص المشاركة المستخرجة كأدوار فعلية.,4,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,advanced,advanced,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
HOME-100-OP005,HOME-100,"**ما يحتاج استكمال بياناته:** تحويل فرص المشاركة إلى بطاقات أداء تفصيلية لاحقاً، وربطها بمرحلة ""الحياة الانتقالية"" لتخصيصها حسب مستويات الاستقلالية.",5,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,advanced,advanced,advanced,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متقدم، الاختيار والتكيف متوسط.,false
SHOP-001-OP001,SHOP-001,جرد محتويات الخزائن والثلاجة,1,,,معتمد مبدئيًا,Pasted text (3)(4).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
SHOP-001-OP002,SHOP-001,تدوين المنتجات الناقصة (ورقيًا أو رقميًا),2,,,معتمد مبدئيًا,Pasted text (3)(4).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
SHOP-001-OP003,SHOP-001,تصنيف القائمة حسب أقسام المتجر,3,,,معتمد مبدئيًا,Pasted text (3)(4).txt,moderate,moderate,simple,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف متوسط.,false
SHOP-002-OP001,SHOP-002,فحص تواريخ صلاحية المنتجات الحالية,1,,,معتمد مبدئيًا,Pasted text (3)(4).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
SHOP-002-OP002,SHOP-002,التبليغ عن المنتجات التي أوشكت على الانتهاء,2,,,معتمد مبدئيًا,Pasted text (3)(4).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
SHOP-002-OP003,SHOP-002,كتابة مسودة النواقص الأولية,3,,,معتمد مبدئيًا,Pasted text (3)(4).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
SHOP-003-OP001,SHOP-003,حساب المبالغ المتاحة للتسوق,1,,,معتمد مبدئيًا,Pasted text (3)(4).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
SHOP-003-OP002,SHOP-003,توزيع الميزانية التقديرية على أقسام القائمة,2,,,معتمد مبدئيًا,Pasted text (3)(4).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
SHOP-003-OP003,SHOP-003,تسجيل الميزانية في تطبيق المصروفات,3,,,معتمد مبدئيًا,Pasted text (3)(4).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
SHOP-004-OP001,SHOP-004,تجهيز أكياس التسوق القابلة لإعادة الاستخدام,1,,,معتمد مبدئيًا,Pasted text (3)(4).txt,moderate,moderate,moderate,moderate,تطابقت الأبعاد الثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
SHOP-004-OP002,SHOP-004,حمل الأكياس الفارغة إلى السيارة,2,,,معتمد مبدئيًا,Pasted text (3)(4).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
SHOP-004-OP003,SHOP-004,التأكد من إغلاق أبواب المنزل قبل المغادرة,3,,,معتمد مبدئيًا,Pasted text (3)(4).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
SHOP-005-OP001,SHOP-005,اختيار الثمار السليمة والناضجة,1,,,معتمد مبدئيًا,Pasted text (3)(4).txt,moderate,moderate,advanced,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف متوسط.,false
SHOP-005-OP002,SHOP-005,وضع الخضار في الأكياس المخصصة,2,,,معتمد مبدئيًا,Pasted text (3)(4).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
SHOP-005-OP003,SHOP-005,تسليم الأكياس للوزن أو وضعها في العربة,3,,,معتمد مبدئيًا,Pasted text (3)(4).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
SHOP-006-OP001,SHOP-006,طلب الكمية المحددة من موظف القسم,1,,,معتمد مبدئيًا,Pasted text (3)(4).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
SHOP-006-OP002,SHOP-006,استلام مغلفات اللحوم,2,,,معتمد مبدئيًا,Pasted text (3)(4).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
